project;month;test_gap_assessment;risk_score;score_LEN;score_COM;score_CLI;score_COC;score_ANF;score_UNF;score_ACF;score_UCF;score_RCF;score_RNF;score_CHF;score_CEN
subject 6;2023-01;safe;0,132004446;0,032653061;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,01524043
subject 6;2023-01;safe;1,096950272;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,521028124
subject 6;2023-01;safe;1,096950272;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,521028124
subject 6;2023-01;safe;1,160007561;0,040816327;0,060606061;0,008264463;0;0;0;0;0;0;0;0;0,521028124
subject 6;2023-01;safe;1,105214735;0,016326531;0,03030303;0,008264463;0;0;0;0;0;0;0;0;0,521028124
subject 6;2023-01;safe;1,096950272;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,521028124
subject 6;2023-01;safe;0,283445096;0,048979592;0,090909091;0,026170799;0;0;0;0;0;0;0;0;0,045607408
subject 6;2023-01;safe;0,108129578;0,020408163;0,03030303;0,008264463;0;0;0;0;0;0;0;0;0,020444729
subject 6;2023-01;safe;0,108129578;0,020408163;0,03030303;0,008264463;0;0;0;0;0;0;0;0;0,020444729
subject 6;2023-01;safe;0,839485504;0,240816327;0,303030303;0,004132231;0;0;0,285714286;0;0;0;0,037037037;0;0,019348581
subject 6;2023-01;safe;0,246444696;0,06122449;0,03030303;0,045454545;0;0;0;0;0;0;0;0;0,032004043
subject 6;2023-01;safe;0,169613302;0,036734694;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,032004043
subject 6;2023-01;safe;0,169613302;0,036734694;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,032004043
subject 6;2023-01;safe;0,267786286;0,06122449;0,060606061;0,023415978;0;0;0;0;0;0;0;0;0,04956189
subject 6;2023-01;safe;0,451448511;0,134693878;0,090909091;0,063360882;0;0;0;0;0;0;0;0;0,04956189
subject 6;2023-01;safe;0,258646859;0,028571429;0,090909091;0,004132231;0;0;0;0;0;0;0;0;0,065450938
subject 6;2023-01;safe;0,159888664;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,05249732
subject 6;2023-01;safe;0,159888664;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,05249732
subject 6;2023-01;safe;0,159888664;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,05249732
subject 6;2023-01;safe;0,159888664;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,05249732
subject 6;2023-01;safe;0,604298482;0,155102041;0,090909091;0,004132231;0;0;0,285714286;0;0;0;0;0;0,032154301
subject 6;2023-01;safe;1,496620803;0,224489796;0,181818182;0,004132231;0;0;1;0;0;0;0;0;0,041024181
subject 6;2023-01;safe;0,141045783;0,032653061;0,060606061;0,015151515;0;0;0;0;0;0;0;0;0,008741815
subject 6;2023-01;safe;0,927513184;0,142857143;0,03030303;0,085399449;0,033333333;0;0,428571429;0;0;0;0,037037037;0;0,062676527
subject 6;2023-01;safe;0,214631741;0,020408163;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,062676527
subject 6;2023-01;safe;3,048174913;0,179591837;0,03030303;0,151515152;0,066666667;1;0,285714286;0;0;0;0,037037037;0;0,07661958
subject 6;2023-01;safe;-0,783089639;0,012244898;0,03030303;0,012396694;0;0;0;0;0;0;0;1;0,074784522
subject 6;2023-01;safe;3,153555134;0,167346939;0,03030303;0,143250689;0,066666667;1;0,428571429;0;0;0;0;0;0,053749513
subject 6;2023-01;safe;-0,529309445;0,167346939;0,060606061;0,004132231;0;0;0;0;0;0;0;1;0,117236546
subject 6;2023-01;safe;2,798414712;0,163265306;0,03030303;0,1184573;0,033333333;0;0,285714286;0;1;0;0,074074074;0;0,044812448
subject 6;2023-01;safe;0,139425972;0,224489796;0,121212121;0,013774105;0;0;0,714285714;0;0;0;0;1;0,025945066
subject 6;2023-01;safe;2,837478832;0,142857143;0,03030303;0,1184573;0,033333333;1;0,285714286;0;0;0;0,037037037;0;0,056030072
subject 6;2023-01;safe;-0,549377986;0,102040816;0,060606061;0,016528926;0;0;0,142857143;0;0;0;0;1;0,056030072
subject 6;2023-01;safe;1,377405318;0,155102041;0,151515152;0,004132231;0;0;1;0;0;0;0;0;0,031261831
subject 6;2023-01;safe;2,809225424;0,163265306;0,03030303;0,1184573;0,033333333;1;0,285714286;0;0;0;0,074074074;0;0,050217804
subject 6;2023-01;safe;0,23089421;0,028571429;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,066726129
subject 6;2023-01;safe;1,476980492;0,346938776;0,272727273;0,015151515;0;0;0,714285714;0;0;0;0;0;0,056362849
subject 6;2023-01;safe;0,334550627;0,106122449;0,060606061;0,027548209;0;0;0;0;0;0;0;0;0,056362849
subject 6;2023-01;safe;3,545847191;0,228571429;0,03030303;0,201101928;0,1;1;0,571428571;0;0;0;0;0;0,056670152
subject 6;2023-01;safe;-0,699219431;0,102040816;0,060606061;0,012396694;0;0;0;0;0;0;0;1;0,056670152
subject 6;2023-01;safe;3,060324937;0,244897959;0,03030303;0,195592287;0,1;1;0,142857143;0;0;0;0,037037037;0;0,044059635
subject 6;2023-01;safe;2,940108345;0,171428571;0,03030303;0,143250689;0,033333333;1;0,285714286;0;0;0;0,074074074;0;0,086784244
subject 6;2023-01;safe;-0,618684282;0,130612245;0,060606061;0,008264463;0;0;0;0;0;0;0;1;0,086784244
subject 6;2023-01;safe;0,823856019;0,146938776;0,03030303;0,1184573;0,033333333;0;0,285714286;0;0;0;0,037037037;0;0,047177849
subject 6;2023-01;safe;-0,448816283;0,228571429;0,060606061;0,012396694;0;0;0,142857143;0;0;0;0;1;0,047177849
subject 6;2023-01;safe;1,409127536;0,032653061;0,060606061;0,012396694;0;0;0;0;0;0;0;0;0,645537513
subject 6;2023-01;safe;0,156627234;0,028571429;0,03030303;0,016528926;0;0;0;0;0;0;0;0;0,032347462
subject 6;2023-01;safe;0,166218508;0,032653061;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,032347462
subject 6;2023-01;safe;0,741107314;0,216326531;0,03030303;0,194214876;0;0;0;0;0;0;0;0;0,053024
subject 6;2023-01;safe;-0,819131619;0;0;0,022038567;0,033333333;0;0;0;0;0;0;1;0,03506229
subject 6;2023-01;safe;-1,608258509;0,167346939;1;0,077134986;-1;0;0;0;0;0;0;1;0,03506229
subject 6;2023-01;safe;-0,846679828;0;0;0,008264463;0,033333333;0;0;0;0;0;0;1;0,03506229
subject 6;2023-01;safe;0,202878208;0,016326531;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,064350219
subject 6;2023-01;safe;0,202878208;0,016326531;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,064350219
subject 6;2023-01;safe;0,789555438;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,367330707
subject 6;2023-01;safe;0,399573991;0,265306122;0,151515152;0,185950413;-0,133333333;0;0,142857143;0;0;0;0;1;0,367330707
subject 6;2023-01;safe;-1,982311656;0,146938776;0,878787879;0,061983471;-0,933333333;0;0;0;0;0;1;1;0,367330707
subject 6;2023-01;safe;0,171330385;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,058218181
subject 6;2023-01;safe;0,342758956;0,044897959;0,03030303;0,004132231;0;0;0,142857143;0;0;0;0;0;0,058218181
subject 6;2023-01;safe;0,405715048;0,07755102;0,060606061;0,004132231;0;0;0,142857143;0;0;0;0;0;0,058218181
subject 6;2023-01;safe;0,175412018;0,020408163;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,058218181
subject 6;2023-01;safe;0,28121963;0,040816327;0,090909091;0,016528926;0;0;0;0;0;0;0;0;0,058218181
subject 6;2023-01;safe;0,204218675;0,048979592;0,03030303;0,034435262;0;0;0;0;0;0;0;0;0,028032765
subject 6;2023-01;safe;0,243486582;0,048979592;0,03030303;0,034435262;0;0;0;0;0;0;0;0;0,047666718
subject 6;2023-01;safe;0,385412747;0,06122449;0,090909091;0,004132231;0;0;0,142857143;0;0;0;0;0;0,04107878
subject 6;2023-01;safe;0,231041883;0,036734694;0,03030303;0,022038567;0;0;0;0;0;0;0;0;0,059963512
subject 6;2023-01;safe;0,103047818;0,024489796;0,03030303;0,006887052;0;0;0;0;0;0;0;0;0,017240443
subject 6;2023-01;safe;-0,629155705;0,146938776;0,03030303;0,008264463;0;0;0,142857143;0;0;0;0;1;0,01710821
subject 6;2023-01;safe;-0,709720163;0,07755102;0,242424242;0,00137741;-0,033333333;0;0;0;0;0;0;1;0,01710821
subject 6;2023-01;safe;0,536850061;0,06122449;0,151515152;0,008264463;0;0;0,285714286;0;0;0;0;0;0,010933604
subject 6;2023-01;safe;0,200780305;0,032653061;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,04962836
subject 6;2023-01;safe;0,188446879;0,057142857;0,03030303;0,042699725;0;0;0;0;0;0;0;0;0,007800771
subject 6;2023-01;safe;0,076734879;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,010920428
subject 6;2023-01;safe;0,076734879;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,010920428
subject 6;2023-01;safe;0,377122803;0,118367347;0,03030303;0,103305785;0;0;0;0;0;0;0;0;0,010920428
subject 6;2023-01;safe;0,404735918;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,174920947
subject 6;2023-01;safe;0,510341135;0,053061224;0,090909091;0,008264463;0;0;0;0;0;0;0;0;0,174920947
subject 6;2023-01;safe;0,253451504;0,07755102;0,03030303;0,05922865;0;0;0;0;0;0;0;0;0,013570077
subject 6;2023-01;safe;0,217409956;0,085714286;0,060606061;0,009641873;0;0;0;0;0;0;0;0;0,025902932
subject 6;2023-01;safe;0,217409956;0,085714286;0,060606061;0,009641873;0;0;0;0;0;0;0;0;0,025902932
subject 6;2023-01;safe;0,514514324;0,044897959;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,200372921
subject 6;2023-01;safe;2,750035236;0,155102041;0,303030303;0,004132231;0;0;0,142857143;0;1;0;0;0;0,070390643
subject 6;2023-01;safe;0,252547388;0,07755102;0,03030303;0,024793388;0;0;0;0;0;0;0;0;0,04755328
subject 6;2023-01;safe;0,210411584;0,065306122;0,03030303;0,016528926;0;0;0;0;0;0;0;0;0,04087229
subject 6;2023-01;safe;0,276438121;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,110772049
subject 6;2023-01;safe;0,111848157;0,028571429;0,03030303;0,008264463;0;0;0;0;0;0;0;0;0,018222386
subject 6;2023-01;safe;0,639307184;0,257142857;0,03030303;0,012396694;0;0;0,142857143;0;0;0;0;0;0,092105383
subject 6;2023-01;safe;0,450112828;0,106122449;0,151515152;0,004132231;0;0;0;0;0;0;0;0;0,092105383
subject 6;2023-01;safe;0,139719321;0,040816327;0,03030303;0,008264463;0;0;0;0;0;0;0;0;0,026035519
subject 6;2023-01;safe;0,435330898;0,085714286;0,212121212;0,004132231;0;0;0;0;0;0;0;0;0,064615468
subject 6;2023-01;safe;-1,864578093;0,032653061;0,060606061;0,005509642;0;0;0;0;0;1;0;0,00028561;0,015714556
subject 6;2023-01;safe;0,133062776;0,024489796;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,035002744
subject 6;2023-01;safe;0,331630952;0,065306122;0,090909091;0,004132231;0;0;0,142857143;0;0;0;0,037037037;0;0,030665585
subject 6;2023-01;safe;0,286496862;0,093877551;0,090909091;0,008264463;0;0;0;0;0;0;0;0;0,042590647
subject 6;2023-01;safe;0,611709874;0,130612245;0,121212121;0,024793388;0;0;0,285714286;0;0;0;0,074074074;0;0,04932926
subject 6;2023-01;safe;0,351102516;0,07755102;0,060606061;0,004132231;0;0;0,142857143;0;0;0;0;0;0,030911915
subject 6;2023-01;safe;0,247874662;0,057142857;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,076082156
subject 6;2023-01;safe;0,356244798;0,069387755;0,060606061;0,037190083;0;0;0;0;0;0;0;0;0,075935409
subject 6;2023-01;safe;0,131869964;0,024489796;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,019254822
subject 6;2023-01;safe;-0,806283997;0,032653061;0,03030303;0,006887052;0;0;0;0;0;0;0;1;0,058492903
subject 6;2023-01;safe;0,297110116;0,081632653;0,03030303;0,067493113;0;0;0;0;0;0;0;0;0,025094103
subject 6;2023-01;safe;0,335639447;0,102040816;0,03030303;0,08815427;0;0;0;0;0;0;0;0;0,01349353
subject 6;2023-01;safe;0,190450147;0,081632653;0,151515152;0,002754821;-0,066666667;0;0;0;0;0;0;0;0,042563017
subject 6;2023-01;safe;0,178584147;0,044897959;0,03030303;0,03030303;0;0;0;0;0;0;0;0;0,021388548
subject 6;2023-01;safe;0,231774679;0,065306122;0,090909091;0,004132231;0;0;0;0;0;0;0;0;0,033647501
subject 6;2023-01;safe;0,251094892;0,057142857;0,060606061;0,005509642;0;0;0;0;0;0;0;0;0,061163345
subject 6;2023-01;safe;0,255277722;0,053061224;0,060606061;0,009641873;0;0;0;0;0;0;0;0;0,061163345
subject 6;2023-01;safe;0,3384064;0,020408163;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,124563857
subject 6;2023-01;safe;2,435747155;0,057142857;0,121212121;0,004132231;0;0;0;0;1;0;0;0;0,124563857
subject 6;2023-01;safe;0,216758184;0,032653061;0,03030303;0,017906336;0;0;0;0;0;0;0;0;0,05899471
subject 6;2023-01;safe;0,081278218;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,013192097
subject 6;2023-01;safe;0,11637351;0,028571429;0,03030303;0,020661157;0;0;0;0;0;0;0;0;0,008088369
subject 6;2023-01;safe;0,37634561;0,036734694;0,060606061;0,004132231;0;0;0,142857143;0;0;0;0;0;0,063941625
subject 6;2023-01;safe;0,304642188;0,114285714;0,060606061;0,016528926;0;0;0;0;0;0;0;0;0,048346281
subject 6;2023-01;safe;0,235990233;0,06122449;0,060606061;0,005509642;0;0;0;0;0;0;0;0;0,051570199
subject 6;2023-01;safe;0,235990233;0,06122449;0,060606061;0,005509642;0;0;0;0;0;0;0;0;0,051570199
subject 6;2023-01;safe;0,2319086;0,057142857;0,060606061;0,005509642;0;0;0;0;0;0;0;0;0,051570199
subject 6;2023-01;safe;0,227826967;0,053061224;0,060606061;0,005509642;0;0;0;0;0;0;0;0;0,051570199
subject 6;2023-01;safe;0,2319086;0,057142857;0,060606061;0,005509642;0;0;0;0;0;0;0;0;0,051570199
subject 6;2023-01;safe;0,276112643;0,032653061;0,060606061;0,004132231;0;0;0,142857143;0;0;0;0;0;0,015865958
subject 6;2023-01;safe;0,26110168;0,053061224;0,151515152;0,012396694;0;0;0;0;0;0;0;0;0,015865958
subject 6;2023-01;safe;0,08056328;0,012244898;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,014875444
subject 6;2023-01;safe;0,17027032;0,016326531;0,060606061;0,004132231;0;0;0;0;0;0;0,037037037;0;0,061055151
subject 6;2023-01;safe;0,258726502;0,044897959;0,03030303;0,026170799;0;0;0;0;0;0;0;0;0,065591958
subject 6;2023-01;safe;0,186077939;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,065591958
subject 6;2023-01;safe;0,143418175;0,028571429;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,022988111
subject 6;2023-01;safe;0,151682638;0,028571429;0,060606061;0,008264463;0;0;0;0;0;0;0;0;0,022988111
subject 6;2023-01;safe;0,092843291;0,012244898;0,03030303;0,008264463;0;0;0;0;0;0;0;0;0,016883219
subject 6;2023-01;safe;0,309927929;0,032653061;0,03030303;0,020661157;0;0;0;0;0;0;0;0;0,102824762
subject 6;2023-01;safe;0,219065466;0,048979592;0,03030303;0,041322314;0;0;0;0;0;0;0;0;0,028569108
subject 6;2023-01;safe;0,1586618;0,032653061;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,028569108
subject 6;2023-01;safe;0,154580167;0,028571429;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,028569108
subject 6;2023-01;safe;0,257883615;0,126530612;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,03124124
subject 6;2023-01;safe;0,236972318;0,12244898;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,022826407
subject 6;2023-01;safe;0,130722383;0,028571429;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,016640216
subject 6;2023-01;safe;0,396921396;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,171013686
subject 6;2023-01;safe;0,116585995;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,030845985
subject 6;2023-01;safe;0,121619163;0,032653061;0,060606061;0,004132231;0;0;0;0;0;0;0;0,00194481;0,011020194
subject 6;2023-01;safe;-0,560959364;0;0;0,011019284;0,033333333;0;0;0;0;0;0;1;0,175167701
subject 6;2023-01;safe;-0,566469006;0;0;0,008264463;0,033333333;0;0;0;0;0;0;1;0,175167701
subject 6;2023-01;safe;-0,369954698;0,236734694;0,272727273;0,1184573;-0,233333333;0;0;0;0;0;0;1;0,175167701
subject 6;2023-01;safe;-0,339786598;0,114285714;0,121212121;0,037190083;0;0;0;0;0;0;0;1;0,175167701
subject 6;2023-01;safe;-0,910609184;0;0;0,008264463;0,033333333;0;0;0;0;0;0;1;0,003097612
subject 6;2023-01;safe;0,153181037;0,024489796;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,045061874
subject 6;2023-01;safe;0,197770687;0,106122449;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,026540373
subject 6;2023-01;safe;0,107974769;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,026540373
subject 6;2023-01;safe;0,150522697;0,028571429;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,026540373
subject 6;2023-01;safe;0,289749297;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,117427637
subject 6;2023-01;safe;0,487286825;0,081632653;0,03030303;0,070247934;0;0;0;0;0;0;0;0;0,117427637
subject 6;2023-01;safe;0,355467005;0,114285714;0,181818182;0,004132231;0;0;0;0;0;0;0;0;0,025549323
subject 6;2023-01;safe;0,15259243;0,024489796;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,044767571
subject 6;2023-01;safe;0,150420027;0,016326531;0,03030303;0,009641873;0;0;0;0;0;0;0;6,25E-06;0,042256485
subject 6;2023-01;safe;0,301351214;0,13877551;0,090909091;0,004132231;0;0;0;0;0;0;0;0;0,031701075
subject 6;2023-01;safe;0,289106316;0,126530612;0,090909091;0,004132231;0;0;0;0;0;0;0;0;0,031701075
subject 6;2023-01;safe;0,45374264;0,114285714;0,151515152;0,004132231;0;0;0,142857143;0;0;0;0;0;0,018410084
subject 6;2023-01;safe;0,139133494;0,044897959;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,012682505
subject 6;2023-01;safe;0,41560437;0,195918367;0,03030303;0,05785124;0;0;0;0;0;0;0;0;0,036840246
subject 6;2023-01;safe;0,183367343;0,040816327;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,036840246
subject 6;2023-01;safe;0,183367343;0,040816327;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,036840246
subject 6;2023-01;safe;0,128574516;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,036840246
subject 6;2023-01;safe;-0,199133044;0,089795918;0,03030303;0,078512397;0;0;0;0;0;0;0;1;0,261871607
subject 6;2023-01;safe;1,63638728;0,024489796;0,060606061;0,013774105;0;1;0;0;0;0;0;1;0,261871607
subject 6;2023-01;safe;3,223067962;1;0,03030303;1;0;0;0,142857143;0;0;0;0;0;0,024953894
subject 6;2023-01;safe;3,223067962;1;0,03030303;1;0;0;0,142857143;0;0;0;0;0;0,024953894
subject 6;2023-01;safe;3,223067962;1;0,03030303;1;0;0;0,142857143;0;0;0;0;0;0,024953894
subject 6;2023-01;safe;0,104801812;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,024953894
subject 6;2023-01;safe;0,202142567;0,053061224;0,090909091;0,004132231;0;0;0;0;0;0;0;0;0,024953894
subject 6;2023-01;safe;0,104801812;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,024953894
subject 6;2023-01;safe;0,128455474;0;0;0,008264463;0,033333333;0;0;0;0;0;0;0,00014641;0,022703146
subject 6;2023-01;safe;0,128455474;0;0;0,008264463;0,033333333;0;0;0;0;0;0;0,00014641;0,022703146
subject 6;2023-01;safe;0,128455474;0;0;0,008264463;0,033333333;0;0;0;0;0;0;0,00014641;0,022703146
subject 6;2023-01;safe;0,109264935;0;0;0,008264463;0,033333333;0;0;0;0;0;0;0,00014641;0,013107876
subject 6;2023-01;safe;0,109264935;0;0;0,008264463;0,033333333;0;0;0;0;0;0;0,00014641;0,013107876
subject 6;2023-01;safe;0,111673121;0,036734694;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,018185467
subject 6;2023-01;safe;0,229671021;0,07755102;0,060606061;0,011019284;0;0;0;0;0;0;0;0;0,034737686
subject 6;2023-01;safe;0,206305642;0,073469388;0,03030303;0,016528926;0;0;0;0;0;0;0;0;0,034737686
subject 6;2023-01;safe;0,1967481;0;0;0,03030303;0,033333333;0;0;0;0;0;0;0;0,034737686
subject 6;2023-01;safe;0,121467572;0,040816327;0,03030303;0,022038567;0;0;0;0;0;0;0;0;0,00313554
subject 6;2023-01;safe;0,305398475;0,093877551;0,03030303;0,070247934;0;0;0;0;0;0;0;0;0,020361013
subject 6;2023-01;safe;0,170118832;0,053061224;0,03030303;0,034435262;0;0;0;0;0;0;0;0;0,008942027
subject 6;2023-01;safe;0,099598932;0,036734694;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,002506499
subject 6;2023-01;safe;0,120327879;0,040816327;0,03030303;0,022038567;0;0;0;0;0;0;0;0;0,002565694
subject 6;2023-01;safe;0,213445041;0,069387755;0,03030303;0,046831956;0;0;0;0;0;0;0;0;0,010045172
subject 6;2023-01;safe;0,126482811;0,036734694;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,015948439
subject 6;2023-01;safe;0,132836176;0,044897959;0,03030303;0,026170799;0;0;0;0;0;0;0;0;0,002646794
subject 6;2023-01;safe;0,067939157;0,020408163;0,03030303;0,005509642;0;0;0;0;0;0;0;0;0,00310434
subject 6;2023-01;safe;0,165532756;0,053061224;0,03030303;0,031680441;0;0;0;0;0;0;0;0;0,00940381
subject 6;2023-01;safe;0,223288783;0,053061224;0,03030303;0,034435262;0;0;0;0;0;0;0;0;0,035527002
subject 6;2023-01;safe;0,099455404;0,020408163;0,03030303;0,006887052;0;0;0;0;0;0;0;0;0,017485053
subject 6;2023-01;safe;0,180640647;0,036734694;0,090909091;0,004132231;0;0;0;0;0;0;0;0;0,0223662
subject 6;2023-01;safe;0,129831386;0,040816327;0,03030303;0,017906336;0;0;0;0;0;0;0;0;0,011449678
subject 6;2023-01;safe;0,440940404;0,106122449;0,060606061;0,004132231;0;0;0,142857143;0;0;0;0;0;0,061545144
subject 6;2023-01;safe;0,419620368;0,12244898;0,03030303;0,100550964;0;0;0;0;0;0;0;0;0,032883215
subject 6;2023-01;safe;0,547876305;0,106122449;0,03030303;0,081267218;0;0;0;0;0;0;0;0;0,124458195
subject 6;2023-01;safe;0,178863224;0,036734694;0,03030303;0,022038567;0;0;0;0;0;0;0;0;0,033874182
subject 6;2023-01;safe;0,189971829;0,040816327;0,03030303;0,026170799;0;0;0;0;0;0;0;0;0,033255437
subject 6;2023-01;safe;0,438078507;0,069387755;0,03030303;0,055096419;0;0;0;0;0;0;0;0;0,114097442
subject 6;2023-01;safe;0,346015639;0,044897959;0,03030303;0,03030303;0;0;0;0;0;0;0;0;0,105104295
subject 6;2023-01;safe;0,442288265;0,065306122;0,060606061;0,020661157;0;0;0;0;0;0;0;0;0,137526884
subject 6;2023-01;safe;0,307891859;0,073469388;0,090909091;0,004132231;0;0;0;0;0;0;0;0;0,067624459
subject 6;2023-01;safe;0,349561681;0,06122449;0,03030303;0,046831956;0;0;0;0;0;0;0;0;0,082185125
subject 6;2023-01;safe;0,212111482;0,028571429;0,03030303;0,006887052;0;0;0;0;0;0;0;0;0,069731459
subject 6;2023-01;safe;0,120784013;0,032653061;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,015139856
subject 6;2023-01;safe;0,402936239;0,065306122;0,03030303;0,050964187;0;0;0;0;0;0;0;0;0,102699356
subject 6;2023-01;safe;0,312494333;0,065306122;0,03030303;0,050964187;0;0;0;0;0;0;0;0;0,057478403
subject 6;2023-01;safe;0,295526253;0,065306122;0,03030303;0,050964187;0;0;0;0;0;0;0;0;0,048994363
subject 6;2023-01;safe;0,312670929;0,065306122;0,03030303;0,050964187;0;0;0;0;0;0;0;0;0,057566701
subject 6;2023-01;safe;0,19411819;0,028571429;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,053847761
subject 6;2023-01;safe;0,266614144;0,028571429;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,090095738
subject 6;2023-01;safe;0,234183927;0,036734694;0,03030303;0,017906336;0;0;0;0;0;0;0;0;0,065666765
subject 6;2023-01;safe;0,290709223;0,028571429;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,102143277
subject 6;2023-01;safe;0,197698167;0,032653061;0,03030303;0,017906336;0;0;0;0;0;0;0;0;0,049464701
subject 6;2023-01;safe;0,181855797;0,032653061;0,03030303;0,017906336;0;0;0;0;0;0;0;0;0,041543516
subject 6;2023-01;safe;0,639663012;0,13877551;0,03030303;0,125344353;0;0;0;0;0;0;0,037037037;0;0,128466402
subject 6;2023-01;safe;0,244083306;0,036734694;0,03030303;0,022038567;0;0;0;0;0;0;0;0;0,066484223
subject 6;2023-01;safe;0,095250793;0,024489796;0,03030303;0,006887052;0;0;0;0;0;0;0;0;0,013341931
subject 6;2023-01;safe;0,320322837;0,07755102;0,03030303;0,063360882;0;0;0;0;0;0;0;0;0,042873511
subject 6;2023-01;safe;0,33727508;0,057142857;0,03030303;0,042699725;0;0;0;0;0;0;0;0;0,082214872
subject 6;2023-01;safe;0,168321512;0,036734694;0,090909091;0,013774105;0;0;0;0;0;0;0;0;0,006564759
subject 6;2023-01;safe;0,257015436;0,057142857;0,03030303;0,042699725;0;0;0;0;0;0;0;0;0,04208505
subject 6;2023-01;safe;0,178801633;0,028571429;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,046189482
subject 6;2023-01;safe;0,228736169;0,028571429;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,07115675
subject 6;2023-01;safe;0,418833708;0,040816327;0,060606061;0,026170799;0;0;0,142857143;0;0;0;0;0;0,06110629
subject 6;2023-01;safe;0,177080981;0,032653061;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,052930214
subject 6;2023-01;safe;0,236579987;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,090842982
subject 6;2023-01;safe;0,183943199;0,032653061;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,041209807
subject 6;2023-01;safe;0,296750791;0,012244898;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,1229692
subject 6;2023-01;safe;0,35562525;0,040816327;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,1229692
subject 6;2023-01;safe;0,398173178;0,053061224;0,090909091;0,004132231;0;0;0;0;0;0;0;0;0,1229692
subject 6;2023-01;safe;0,560546802;0,073469388;0,121212121;0,004132231;0;0;0;0;0;0;0;0;0,178800415
subject 6;2023-01;safe;2,115196492;0,040816327;0,03030303;0,022038567;0;0;0;0;0;0;0;0;1
